DIM_PROF_MONT;TYPE_PROF_LME;PCRT_PROF_LME;NUTR;MOD_DBT_AILE_SUP;MOD_DBT_AME_SUP;FIABILITE;Histar;MOD_DBT_AILE_SUP_HISTAR;MOD_DBT_AME_SUP_HISTAR;RESP_MODIF;DTE_MODIF;FL_MODIF
600;HTM;337;600;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
600;HTM;399;591;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
600;IPE;122;400;0;0;2;275;0;0;simQST;08/11/2023 10:16:11;A
600;IPE;122;420;10;0;2;275;0;0;simQST;08/11/2023 10:16:11;A
600;IPE;122;560;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
600;IPE;122;580;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
600;IPE;122;620;0;15;2;460;0;5;simQST;08/11/2023 10:16:11;A
600;IPE;122;631;0;20;2;460;0;15;simQST;08/11/2023 10:16:11;A
600;IPE;122;821;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
600;IPE;154;580;-5;0;2;355;-5;0;simQST;08/11/2023 10:16:11;A
600;HEA;0;730;0;10;2;460;0;10;simQST;08/11/2023 10:16:11;A
600;WTM;245;901;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
600;WTM;327;911;0;0;1;460;-100;-100;simQST;08/11/2023 10:16:11;A
600;HEM;0;571;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
600;HTM;151;560;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
600;IPE;184;570;-5;0;2;355;-5;0;simQST;08/11/2023 10:16:11;A
600;IPE;184;740;5;10;2;460;5;10;simQST;08/11/2023 10:16:11;A
600;WTM;190;700;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
600;HEA;0;661;-10;-5;1;460;0;10;simQST;08/11/2023 10:16:11;A
600;HEA;0;520;10;10;2;360;10;10;simQST;08/11/2023 10:16:11;A
600;HEB;0;530;10;10;2;360;10;10;simQST;08/11/2023 10:16:11;A
600;HEM;0;530;0;25;2;360;0;25;simQST;08/11/2023 10:16:11;A
600;IPE;122;520;0;0;2;360;0;0;simQST;08/11/2023 10:16:11;A
600;ITM;241;530;0;5;1;360;0;5;simQST;08/11/2023 10:16:11;A
600;IPE;184;520;-10;-20;1;360;-10;-20;simQST;08/11/2023 10:16:11;A
600;IPE;122;550;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
600;HTM;399;700;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
650;HEA;0;510;-5;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;630;5;5;2;460;5;5;simQST;08/11/2023 10:16:11;A
650;HEB;0;831;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;851;10;10;1;460;5;5;simQST;08/11/2023 10:16:11;A
650;HTM;407;510;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEM;0;630;-5;10;1;460;-5;10;simQST;08/11/2023 10:16:11;A
650;HTM;407;591;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEA;0;571;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;573;0;0;1;460;5;5;simQST;08/11/2023 10:16:11;A
650;HEM;0;430;0;0;1;275;0;0;simQST;08/11/2023 10:16:11;A
650;HEM;0;571;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
650;HTM;343;740;0;20;1;460;0;20;simQST;08/11/2023 10:16:11;A
650;HTM;407;740;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
650;HEA;0;410;-5;0;2;275;-5;0;simQST;08/11/2023 10:16:11;A
650;HEA;0;430;0;0;2;275;-5;0;simQST;08/11/2023 10:16:11;A
650;HEA;0;570;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEA;0;590;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEA;0;630;-10;-15;2;460;-10;-15;simQST;08/11/2023 10:16:11;A
650;HEA;0;831;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;410;0;0;2;275;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;430;0;0;2;275;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;510;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;570;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;571;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEB;0;590;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEM;0;410;0;0;2;275;0;0;simQST;08/11/2023 10:16:11;A
650;HEM;0;570;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEM;0;590;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
650;HTM;343;591;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEA;0;530;-25;-20;2;360;-25;-20;simQST;08/11/2023 10:16:11;A
650;HEB;0;530;0;5;2;360;0;5;simQST;08/11/2023 10:16:11;A
650;HEM;0;530;0;5;2;360;0;5;simQST;08/11/2023 10:16:11;A
650;HTM;343;600;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
650;HEM;0;510;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEB;0;641;0;30;1;460;10;10;simQST;08/11/2023 10:16:11;A
700;HEB;0;740;10;10;1;460;10;10;simQST;08/11/2023 10:16:11;A
700;HEM;0;430;-20;-30;1;275;-10;0;simQST;08/11/2023 10:16:11;A
700;HEM;0;510;-10;0;1;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HEM;0;630;0;25;1;460;0;25;simQST;08/11/2023 10:16:11;A
700;HEM;0;740;20;30;1;460;20;30;simQST;08/11/2023 10:16:11;A
700;HEM;0;831;0;10;1;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HTM;418;591;0;30;1;355;0;30;simQST;08/11/2023 10:16:11;A
700;HTM;352;740;0;35;1;460;0;35;simQST;08/11/2023 10:16:11;A
700;HEA;0;571;10;0;1;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HTM;418;510;20;20;1;355;0;30;simQST;08/11/2023 10:16:11;A
700;HTM;352;590;0;20;1;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEA;0;410;10;0;2;275;10;0;simQST;08/11/2023 10:16:11;A
700;HEA;0;430;5;0;2;275;10;0;simQST;08/11/2023 10:16:11;A
700;HEA;0;510;-10;0;1;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HEA;0;570;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HEA;0;590;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HEA;0;630;0;5;2;460;0;5;simQST;08/11/2023 10:16:11;A
700;HEA;0;641;15;30;2;460;10;10;simQST;08/11/2023 10:16:11;A
700;HEA;0;831;0;-10;2;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HEB;0;410;10;0;2;275;-20;-30;simQST;08/11/2023 10:16:11;A
700;HEB;0;430;-20;-30;2;275;-20;-30;simQST;08/11/2023 10:16:11;A
700;HEB;0;510;-15;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEB;0;570;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEB;0;571;10;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEB;0;590;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEB;0;630;10;10;2;460;10;10;simQST;08/11/2023 10:16:11;A
700;HEB;0;831;10;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEM;0;410;-10;0;2;275;-10;0;simQST;08/11/2023 10:16:11;A
700;HEM;0;570;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HEM;0;571;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
700;HEM;0;590;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
700;WTM;238;900;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
700;WTM;286;901;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
700;WTM;381;911;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
700;HTM;418;600;20;40;2;355;0;30;simQST;08/11/2023 10:16:11;A
700;HTM;418;740;0;35;2;460;0;35;simQST;08/11/2023 10:16:11;A
700;HEB;0;670;5;5;1;460;10;10;simQST;08/11/2023 10:16:11;A
700;HTM;352;591;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEA;0;530;0;5;2;360;0;5;simQST;08/11/2023 10:16:11;A
700;HEB;0;530;0;10;2;360;0;10;simQST;08/11/2023 10:16:11;A
700;HEM;0;530;5;5;2;360;5;5;simQST;08/11/2023 10:16:11;A
700;HTM;352;600;0;10;1;355;0;0;simQST;08/11/2023 10:16:11;A
700;HEA;0;670;0;5;1;460;0;5;simQST;08/11/2023 10:16:11;A
750;WF;108;680;20;5;1;460;5;0;simQST;08/11/2023 10:16:11;A
750;WF;116;590;20;0;1;355;10;0;simQST;08/11/2023 10:16:11;A
750;WF;116;730;10;0;1;460;10;0;simQST;08/11/2023 10:16:11;A
750;WF;116;821;-20;-25;1;355;-30;-10;simQST;08/11/2023 10:16:11;A
750;WF;132;430;0;0;1;275;0;0;simQST;08/11/2023 10:16:11;A
750;WF;132;740;20;0;1;460;20;0;simQST;08/11/2023 10:16:11;A
750;WF;90;420;0;0;1;275;0;0;simQST;08/11/2023 10:16:11;A
750;WF;90;580;10;0;1;355;10;0;simQST;08/11/2023 10:16:11;A
750;WF;90;821;10;0;1;355;10;0;simQST;08/11/2023 10:16:11;A
750;WF;99;821;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
750;WTM;148;570;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
750;WTM;148;630;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
750;WTM;148;831;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
750;WF;108;730;5;0;1;460;5;0;simQST;08/11/2023 10:16:11;A
750;WF;108;560;-10;0;1;355;-25;-20;simQST;08/11/2023 10:16:11;A
750;WF;108;620;20;5;1;460;5;0;simQST;08/11/2023 10:16:11;A
750;WF;116;420;0;0;1;275;0;0;simQST;08/11/2023 10:16:11;A
750;WF;116;620;0;0;1;460;10;0;simQST;08/11/2023 10:16:11;A
750;WF;132;630;0;20;1;460;0;20;simQST;08/11/2023 10:16:11;A
750;IPE;798;711;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
750;WF;108;580;-25;-20;2;355;-25;-20;simQST;08/11/2023 10:16:11;A
750;WF;116;560;0;0;2;355;-30;-10;simQST;08/11/2023 10:16:11;A
750;WF;116;580;-30;-10;2;355;-30;-10;simQST;08/11/2023 10:16:11;A
750;WF;124;580;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
750;WF;132;570;-5;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
750;WF;132;590;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
750;WF;132;831;-20;-10;2;355;0;0;simQST;08/11/2023 10:16:11;A
750;WF;90;560;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
750;WF;99;730;10;0;2;460;10;0;simQST;08/11/2023 10:16:11;A
750;WTM;148;590;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
750;WF;90;500;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
750;WF;124;560;10;0;1;355;10;0;simQST;08/11/2023 10:16:11;A
750;WF;132;510;-5;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
750;WF;132;530;-30;-30;2;360;-30;-30;simQST;08/11/2023 10:16:11;A
750;WF;116;550;-30;-15;1;355;-30;-10;simQST;08/11/2023 10:16:11;A
800;HEA;0;510;-10;0;1;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEA;0;740;-10;-10;1;460;0;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;641;20;10;1;460;20;-10;simQST;08/11/2023 10:16:11;A
800;HEM;0;510;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;740;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;831;10;0;1;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HTM;373;600;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
800;HTM;444;581;20;40;1;355;15;10;simQST;08/11/2023 10:16:11;A
800;HTM;444;591;5;-5;1;355;5;-5;simQST;08/11/2023 10:16:11;A
800;HTM;444;671;20;40;1;460;20;35;simQST;08/11/2023 10:16:11;A
800;HTM;444;700;20;35;1;460;20;35;simQST;08/11/2023 10:16:11;A
800;HTM;444;740;0;0;1;460;20;35;simQST;08/11/2023 10:16:11;A
800;HEM;0;641;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
800;WTM;272;900;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
800;HTM;373;590;10;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
800;HTM;444;600;15;10;1;355;5;-5;simQST;08/11/2023 10:16:11;A
800;HEB;0;740;20;10;1;460;20;-10;simQST;08/11/2023 10:16:11;A
800;HEA;0;410;-10;0;2;275;-10;0;simQST;08/11/2023 10:16:11;A
800;HEA;0;430;-10;0;2;275;-10;0;simQST;08/11/2023 10:16:11;A
800;HEA;0;570;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEA;0;590;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEA;0;630;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
800;HEA;0;641;0;5;1;460;0;0;simQST;08/11/2023 10:16:11;A
800;HEA;0;831;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;410;10;0;2;275;10;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;430;10;0;2;275;10;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;510;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;570;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;571;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;590;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;630;20;-10;2;460;20;-10;simQST;08/11/2023 10:16:11;A
800;HEB;0;831;-5;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;410;-10;0;2;275;-10;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;430;10;0;2;275;-10;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;570;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;571;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;590;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;630;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
800;HTM;373;700;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
800;WTM;327;901;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
800;HEA;0;530;-20;0;2;360;-20;0;simQST;08/11/2023 10:16:11;A
800;HEB;0;530;-35;0;2;360;-35;0;simQST;08/11/2023 10:16:11;A
800;HEM;0;530;0;0;2;360;0;0;simQST;08/11/2023 10:16:11;A
800;HTM;373;591;10;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
900;HEA;0;641;10;10;1;460;10;10;simQST;08/11/2023 10:16:11;A
900;HEA;0;670;-10;-5;1;460;10;5;simQST;08/11/2023 10:16:11;A
900;HEB;0;641;10;15;1;460;10;10;simQST;08/11/2023 10:16:11;A
900;HEM;0;410;0;0;1;275;0;0;simQST;08/11/2023 10:16:11;A
900;HEM;0;571;15;5;1;355;15;5;simQST;08/11/2023 10:16:11;A
900;HTM;391;700;10;10;1;460;10;10;simQST;08/11/2023 10:16:11;A
900;HTM;466;740;10;10;1;460;10;10;simQST;08/11/2023 10:16:11;A
900;HEB;0;510;0;10;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEB;0;670;0;0;2;460;10;10;simQST;08/11/2023 10:16:11;A
900;HTM;391;591;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
900;WTM;368;901;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
900;WTM;490;911;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
900;HEB;0;571;0;10;1;355;0;10;simQST;08/11/2023 10:16:11;A
900;HTM;466;510;0;10;1;355;0;0;simQST;08/11/2023 10:16:11;A
900;HEA;0;410;0;10;2;275;20;0;simQST;08/11/2023 10:16:11;A
900;HEA;0;430;20;0;2;275;20;0;simQST;08/11/2023 10:16:11;A
900;HEA;0;510;5;0;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEA;0;570;0;10;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEA;0;590;0;10;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEA;0;630;10;5;1;460;10;5;simQST;08/11/2023 10:16:11;A
900;HEA;0;831;0;10;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEB;0;410;20;0;2;275;20;0;simQST;08/11/2023 10:16:11;A
900;HEB;0;430;20;0;2;275;20;0;simQST;08/11/2023 10:16:11;A
900;HEB;0;570;0;10;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEB;0;590;0;10;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEB;0;630;10;10;2;460;10;10;simQST;08/11/2023 10:16:11;A
900;HEB;0;831;0;10;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEM;0;510;15;5;2;355;15;5;simQST;08/11/2023 10:16:11;A
900;HEM;0;570;15;5;2;355;15;5;simQST;08/11/2023 10:16:11;A
900;HEM;0;590;15;5;2;355;15;5;simQST;08/11/2023 10:16:11;A
900;HEM;0;630;10;10;2;460;10;10;simQST;08/11/2023 10:16:11;A
900;HTM;466;591;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
900;HEA;0;571;0;10;2;355;0;10;simQST;08/11/2023 10:16:11;A
900;HEA;0;530;-15;0;2;360;-15;0;simQST;08/11/2023 10:16:11;A
900;HEB;0;530;0;0;2;360;0;0;simQST;08/11/2023 10:16:11;A
900;HEM;0;530;10;10;2;360;10;10;simQST;08/11/2023 10:16:11;A
900;HTM;466;600;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
924;WF;260;831;-20;-10;1;355;-10;0;simQST;08/11/2023 10:16:11;A
924;WF;260;570;-5;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
924;WF;260;590;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
1000;HEA;0;510;10;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HEA;0;641;0;10;1;460;0;0;simQST;08/11/2023 10:16:11;A
1000;HEA;0;740;0;10;1;460;0;0;simQST;08/11/2023 10:16:11;A
1000;HEB;0;571;0;0;1;355;15;0;simQST;08/11/2023 10:16:11;A
1000;HEB;0;641;-10;0;1;460;0;10;simQST;08/11/2023 10:16:11;A
1000;HEM;0;410;0;0;1;275;0;0;simQST;08/11/2023 10:16:11;A
1000;HEM;0;430;0;0;1;275;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;249;430;0;0;1;275;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;249;510;10;0;1;355;10;0;simQST;08/11/2023 10:16:11;A
1000;HTM;249;570;10;0;1;355;10;0;simQST;08/11/2023 10:16:11;A
1000;HTM;415;590;0;20;1;355;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;415;591;0;20;1;355;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;415;600;0;20;1;355;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;584;591;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;584;510;-5;-20;1;355;0;0;simQST;08/11/2023 10:16:11;A
1000;WTM;527;711;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
1000;HEA;0;571;10;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;249;831;0;0;1;355;10;0;simQST;08/11/2023 10:16:11;A
1000;HTM;394;740;0;25;1;460;0;15;simQST;08/11/2023 10:16:11;A
1000;HTM;494;510;0;30;1;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;494;630;0;0;1;460;15;25;simQST;08/11/2023 10:16:11;A
1000;HTM;584;590;0;20;1;355;-5;-20;simQST;08/11/2023 10:16:11;A
1000;HEA;0;410;10;0;2;275;0;20;simQST;08/11/2023 10:16:11;A
1000;HEA;0;430;0;20;2;275;0;20;simQST;08/11/2023 10:16:11;A
1000;HEA;0;570;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HEA;0;590;10;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HEA;0;630;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
1000;HEA;0;831;10;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HEB;0;410;10;0;2;275;15;0;simQST;08/11/2023 10:16:11;A
1000;HEB;0;430;15;0;2;275;15;0;simQST;08/11/2023 10:16:11;A
1000;HEB;0;510;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
1000;HEB;0;570;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
1000;HEB;0;590;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
1000;HEB;0;630;0;10;2;460;0;10;simQST;08/11/2023 10:16:11;A
1000;HEB;0;831;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
1000;HEM;0;570;0;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
1000;HEM;0;571;-10;0;2;355;-20;0;simQST;08/11/2023 10:16:11;A
1000;HEM;0;590;-20;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
1000;HEM;0;630;0;10;2;460;0;10;simQST;08/11/2023 10:16:11;A
1000;HEM;0;831;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
1000;HTM;249;590;10;0;2;355;10;0;simQST;08/11/2023 10:16:11;A
1000;HTM;249;630;0;-10;2;460;0;-10;simQST;08/11/2023 10:16:11;A
1000;HTM;394;591;0;5;2;355;10;20;simQST;08/11/2023 10:16:11;A
1000;HTM;394;600;10;20;2;355;10;20;simQST;08/11/2023 10:16:11;A
1000;HTM;394;700;0;20;1;460;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;438;591;-10;5;2;355;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;438;600;0;20;2;355;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;438;700;0;20;2;460;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;494;590;0;10;2;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;494;591;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;494;600;0;20;2;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;494;700;15;25;1;460;10;20;simQST;08/11/2023 10:16:11;A
1000;HTM;494;701;10;20;2;460;10;20;simQST;08/11/2023 10:16:11;A
1000;HTM;584;600;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;584;701;0;20;2;460;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;486;591;0;20;2;355;0;20;simQST;08/11/2023 10:16:11;A
1000;HEM;0;510;-10;0;2;355;-10;0;simQST;08/11/2023 10:16:11;A
1000;WTM;408;710;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
1000;WTM;544;710;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;394;590;0;20;2;355;0;10;simQST;08/11/2023 10:16:11;A
1000;HTM;438;590;0;10;2;355;0;20;simQST;08/11/2023 10:16:11;A
1000;HEA;0;690;0;0;1;500;0;0;simQST;08/11/2023 10:16:11;A
1000;HEA;0;530;-10;-20;2;360;-10;-20;simQST;08/11/2023 10:16:11;A
1000;HEB;0;530;0;0;2;360;0;0;simQST;08/11/2023 10:16:11;A
1000;HEM;0;530;-10;-10;2;360;-10;-10;simQST;08/11/2023 10:16:11;A
1000;HTM;394;510;0;5;1;355;10;20;simQST;08/11/2023 10:16:11;A
1000;HTM;394;581;-10;0;1;355;10;20;simQST;08/11/2023 10:16:11;A
1000;HTM;494;671;10;20;1;460;10;20;simQST;08/11/2023 10:16:11;A
1000;HTM;486;600;10;25;1;355;0;20;simQST;08/11/2023 10:16:11;A
1000;HTM;486;700;0;0;2;460;0;0;simQST;08/11/2023 10:16:11;A
1000;HTM;584;700;0;10;1;460;0;10;simQST;08/11/2023 10:16:11;A
1000;HTM;438;510;0;10;1;355;0;20;simQST;08/11/2023 10:16:11;A
1004;HLM;0;630;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
1004;HLT;296;630;10;20;1;460;10;20;simQST;08/11/2023 10:16:11;A
1004;HLT;443;591;-20;-10;2;355;-10;-10;simQST;08/11/2023 10:16:11;A
1004;HLT;443;700;-10;-10;1;460;-10;-10;simQST;08/11/2023 10:16:11;A
1004;HLT;484;591;0;0;2;355;0;0;simQST;08/11/2023 10:16:11;A
1004;HLT;484;700;-10;5;1;460;-10;5;simQST;08/11/2023 10:16:11;A
1004;HLT;484;701;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
1004;HLT;539;600;0;-5;2;355;0;15;simQST;08/11/2023 10:16:11;A
1004;HLT;539;700;0;0;1;460;0;0;simQST;08/11/2023 10:16:11;A
1004;HLT;554;591;10;0;1;355;-10;-10;simQST;08/11/2023 10:16:11;A
1004;HLT;554;600;-10;-10;2;355;-10;-10;simQST;08/11/2023 10:16:11;A
1004;HLT;591;591;-10;-20;2;355;-10;-20;simQST;08/11/2023 10:16:11;A
1004;HLT;591;700;0;20;1;460;0;20;simQST;08/11/2023 10:16:11;A
1004;HLT;591;701;0;0;1;460;-10;-10;simQST;08/11/2023 10:16:11;A
1004;HLT;642;590;20;15;1;355;-30;-20;simQST;08/11/2023 10:16:11;A
1004;HLT;642;700;10;10;2;460;10;10;simQST;08/11/2023 10:16:11;A
1004;HLT;642;740;15;20;1;460;-10;-10;simQST;08/11/2023 10:16:11;A
1004;HLT;748;590;20;25;1;355;0;0;simQST;08/11/2023 10:16:11;A
1004;HLT;883;710;10;40;1;460;15;25;simQST;08/11/2023 10:16:11;A
1004;HLT;883;711;15;25;1;460;15;25;simQST;08/11/2023 10:16:11;A
1004;HLT;883;721;15;25;1;460;15;25;simQST;08/11/2023 10:16:11;A
1004;HLT;883;751;15;25;1;460;15;25;simQST;08/11/2023 10:16:11;A
1004;HLT;976;721;20;30;2;460;20;30;simQST;08/11/2023 10:16:11;A
1004;HLT;554;510;0;0;2;355;-10;-10;simQST;08/11/2023 10:16:11;A
1004;HLT;748;510;15;25;1;355;20;25;simQST;08/11/2023 10:16:11;A
1004;HLT;976;751;10;15;1;460;20;30;simQST;08/11/2023 10:16:11;A
1004;HLM;0;510;10;0;1;355;-10;0;simQST;08/11/2023 10:16:11;A
1004;HLT;748;771;0;0;1;550;0;0;simQST;08/11/2023 10:16:11;A
1004;HLT;539;510;0;10;1;355;0;15;simQST;08/11/2023 10:16:11;A
1004;HLB;0;510;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
1004;HLM;0;831;10;0;1;355;-10;0;simQST;08/11/2023 10:16:11;A
1004;HLT;443;590;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
1004;HLT;484;590;0;0;1;355;0;0;simQST;08/11/2023 10:16:11;A
1004;HLT;883;621;35;25;2;355;20;25;simQST;08/11/2023 10:16:11;A
